title,link,abstract,clean_abstract
Comparative transcriptomics indicate changes in cell wall organization and stress response in seedlings during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5821596/,"PREMISE OF THE STUDY Plants will play an important role in the future of space exploration as part of bioregenerative life support. Thus, it is important to understand the effects of microgravity and spaceflight on gene expression in plant development. METHODS We analyzed the transcriptome of Arabidopsis thaliana using the Biological Research in Canisters (BRIC) hardware during Space Shuttle mission STS-131. The bioinformatics methods used included RMA (robust multi-array average), MAS5 (Microarray Suite 5.0), and PLIER (probe logarithmic intensity error estimation). Glycome profiling was used to analyze cell wall composition in the samples. In addition, our results were compared to those of two other groups using the same hardware on the same mission (BRIC-16). KEY RESULTS In our BRIC-16 experiments, we noted expression changes in genes involved in hypoxia and heat shock responses, DNA repair, and cell wall structure between spaceflight samples compared to the ground controls. In addition, glycome profiling supported our expression analyses in that there was a difference in cell wall components between ground control and spaceflight-grown plants. Comparing our studies to those of the other BRIC-16 experiments demonstrated that, even with the same hardware and similar biological materials, differences in results in gene expression were found among these spaceflight experiments. C ONCLUSIONS A common theme from our BRIC-16 space experiments and those of the other two groups was the downregulation of water stress response genes in spaceflight. In addition, all three studies found differential regulation of genes associated with cell wall remodeling and stress responses between spaceflight-grown and ground control plants. Keywords: cell wall, cytoskeleton, dehydration, glycome profiling, transcriptome, heat shock, XERO1, FH2, AGP, XTH",premise study plants play important role future space exploration part bioregenerative life support thus important understand effects microgravity spaceflight gene expression plant development methods analyzed transcriptome arabidopsis thaliana using biological research canisters bric hardware space shuttle mission sts bioinformatics methods used included rma robust multiarray average mas microarray suite plier probe logarithmic intensity error estimation glycome profiling used analyze cell wall composition samples addition results compared two groups using hardware mission bric key results bric experiments noted expression changes genes involved hypoxia heat shock responses dna repair cell wall structure spaceflight samples compared ground controls addition glycome profiling supported expression analyses difference cell wall components ground control spaceflightgrown plants comparing studies bric experiments demonstrated even hardware similar biological materials differences results gene expression found among spaceflight experiments onclusions common theme bric space experiments two groups downregulation water stress response genes spaceflight addition three studies found differential regulation genes associated cell wall remodeling stress responses spaceflightgrown ground control plants keywords cell wall cytoskeleton dehydration glycome profiling transcriptome heat shock xero agp xth
RNAseq analysis of the response of Arabidopsis thaliana to fractional gravity under blue-light stimulation during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6889863/,"Introduction: Traveling to nearby extraterrestrial objects having a reduced gravity level (partial gravity) compared to Earth’s gravity is becoming a realistic objective for space agencies. The use of plants as part of life support systems will require a better understanding of the interactions among plant growth responses including tropisms, under partial gravity conditions. Materials and Methods: Here, we present results from our latest space experiments on the ISS, in which seeds of Arabidopsis thaliana were germinated, and seedlings grew for six days under different gravity levels, namely micro- g , several intermediate partial- g levels, and 1 g , and were subjected to irradiation with blue light for the last 48 h. RNA was extracted from 20 samples for subsequent RNAseq analysis. Transcriptomic analysis was performed using the HISAT2-Stringtie-DESeq pipeline. Differentially expressed genes were further characterized for global responses using the GEDI tool, gene networks and for Gene Ontology (GO) enrichment. Results: Differential gene expression analysis revealed only one differentially expressed gene (AT4G21560, VPS28-1 a vacuolar protein) across all gravity conditions using FDR correction (q < 0.05). However, the same 14 genes appeared differentially expressed when comparing either micro- g , low- g level (< 0.1 g ) or the Moon g -level with 1 g control conditions. Apart from these 14-shared genes, the number of differentially expressed genes was similar in microgravity and the Moon g -level and increased in the intermediate g -level (< 0.1 g ), but it was then progressively reduced as the difference with the Earth gravity became smaller. The GO groups were differentially affected at each g -level: light and photosynthesis GO under microgravity, genes belonged to general stress, chemical and hormone responses under low- g , and a response related to cell wall and membrane structure and function under the Moon g -level. Discussion: Transcriptional analyses of plants under blue light stimulation suggests that root blue-light phototropism may be enough to reduce the gravitational stress response caused by the lack of gravitropism in microgravity. Competition among tropisms induces an intense perturbation at the micro- g level, which shows an extensive stress response that is progressively attenuated. Our results show a major effect on cell wall/membrane remodeling (detected at the interval from the Moon to Mars gravity), which can be potentially related to graviresistance mechanisms. Keywords: Arabidopsis, fractional gravity, microgravity, stress response, RNA-Seq, spaceflight",introduction traveling nearby extraterrestrial objects reduced gravity level partial gravity compared earths gravity becoming realistic objective space agencies use plants part life support systems require better understanding interactions among plant growth responses including tropisms partial gravity conditions materials methods present results latest space experiments iss seeds arabidopsis thaliana germinated seedlings grew six days different gravity levels namely micro several intermediate partial levels subjected irradiation blue light last rna extracted samples subsequent rnaseq analysis transcriptomic analysis performed using hisatstringtiedeseq pipeline differentially expressed genes characterized global responses using gedi tool gene networks gene ontology enrichment results differential gene expression analysis revealed one differentially expressed gene atg vps vacuolar protein across gravity conditions using fdr correction however genes appeared differentially expressed comparing either micro low level moon level control conditions apart shared genes number differentially expressed genes similar microgravity moon level increased intermediate level progressively reduced difference earth gravity became smaller groups differentially affected level light photosynthesis microgravity genes belonged general stress chemical hormone responses low response related cell wall membrane structure function moon level discussion transcriptional analyses plants blue light stimulation suggests root bluelight phototropism may enough reduce gravitational stress response caused lack gravitropism microgravity competition among tropisms induces intense perturbation micro level shows extensive stress response progressively attenuated results show major effect cell wallmembrane remodeling detected interval moon mars gravity potentially related graviresistance mechanisms keywords arabidopsis fractional gravity microgravity stress response rnaseq spaceflight
Comparison of Microgravity Analogs to Spaceflight in Studies of Plant Growth and Development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6908503/,"Life on Earth has evolved under the influence of gravity. This force has played an important role in shaping development and morphology from the molecular level to the whole organism. Although aquatic life experiences reduced gravity effects, land plants have evolved under a 1- g environment. Understanding gravitational effects requires changing the magnitude of this force. One method of eliminating gravity'’s influence is to enter into a free-fall orbit around the planet, thereby achieving a balance between centripetal force of gravity and the centrifugal force of the moving object. This balance is often mistakenly referred to as microgravity, but is best described as weightlessness. In addition to actually compensating gravity, instruments such as clinostats, random-positioning machines (RPM), and magnetic levitation devices have been used to eliminate effects of constant gravity on plant growth and development. However, these platforms do not reduce gravity but constantly change its direction. Despite these fundamental differences, there are few studies that have investigated the comparability between these platforms and weightlessness. Here, we provide a review of the strengths and weaknesses of these analogs for the study of plant growth and development compared to spaceflight experiments. We also consider reduced or partial gravity effects via spaceflight and analog methods. While these analogs are useful, the fidelity of the results relative to spaceflight depends on biological parameters and environmental conditions that cannot be simulated in ground-based studies. Keywords: Arabidopsis , clinostat, plant growth, simulated microgravity, random positioning machine, reduced gravity, spaceflight experiments",life earth evolved influence gravity force played important role shaping development morphology molecular level whole organism although aquatic life experiences reduced gravity effects land plants evolved environment understanding gravitational effects requires changing magnitude force one method eliminating gravitys influence enter freefall orbit around planet thereby achieving balance centripetal force gravity centrifugal force moving object balance often mistakenly referred microgravity best described weightlessness addition actually compensating gravity instruments clinostats randompositioning machines rpm magnetic levitation devices used eliminate effects constant gravity plant growth development however platforms reduce gravity constantly change direction despite fundamental differences studies investigated comparability platforms weightlessness provide review strengths weaknesses analogs study plant growth development compared spaceflight experiments also consider reduced partial gravity effects via spaceflight analog methods analogs useful fidelity results relative spaceflight depends biological parameters environmental conditions cannot simulated groundbased studies keywords arabidopsis clinostat plant growth simulated microgravity random positioning machine reduced gravity spaceflight experiments
The importance of Earth reference controls in spaceflight-omics research: Characterization of nucleolin mutants from the Seedling Growth experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7607443/,"Summary Understanding plant adaptive responses to the space environment is a requisite for enabling space farming. Spaceflight produces deleterious effects on plant cells, particularly affecting ribosome biogenesis, a complex stress-sensitive process coordinated with cell division and differentiation, known to be activated by red light. Here, in a series of ground studies, we have used mutants from the two Arabidopsis nucleolin genes ( NUC1 and NUC2, nucleolar regulators of ribosome biogenesis) to better understand their role in adaptive response mechanisms to stress on Earth. Thus, we show that nucleolin stress-related gene NUC2 can compensate for the environmental stress provided by darkness in nuc1 plants, whereas nuc2 plants are not able to provide a complete response to red light. These ground control findings, as part of the ESA/NASA Seedling Growth spaceflight experiments, will determine the basis for the identification of genetic backgrounds enabling an adaptive advantage for plants in future space experiments. Subject Areas: Plant Biology, Omics, Space Sciences, Arabidopsis, Ground controls, Nucleolus, Stress response, RNA-Seq, Spaceflight",summary understanding plant adaptive responses space environment requisite enabling space farming spaceflight produces deleterious effects plant cells particularly affecting ribosome biogenesis complex stresssensitive process coordinated cell division differentiation known activated red light series ground studies used mutants two arabidopsis nucleolin genes nuc nuc nucleolar regulators ribosome biogenesis better understand role adaptive response mechanisms stress earth thus show nucleolin stressrelated gene nuc compensate environmental stress provided darkness nuc plants whereas nuc plants able provide complete response red light ground control findings part esanasa seedling growth spaceflight experiments determine basis identification genetic backgrounds enabling adaptive advantage plants future space experiments subject areas plant biology omics space sciences arabidopsis ground controls nucleolus stress response rnaseq spaceflight
Conducting plant experiments in space and on the Moon,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10764921/,"Understanding the response of plants to varied gravitational conditions is vital for developing effective food production in space bioregenerative life support systems. This study examines the impact of altered gravity conditions on the growth and morphological responses of Wolffia globosa (commonly known as “ water lentils ” or “ duckweed ”), assessing its potential as a space crop. Although an experiment testing the effect of simulated microgravity on Wolffia globosa has been previously conducted, for the first time, we investigated the effect of multiple gravity levels on the growth and morphological traits of Wolffia globosa plants. The plant responses to simulated microgravity, simulated partial gravity (Moon), and hypergravity environments were evaluated using random positioning machines and the large-diameter centrifuge. As hypothesized, we observed a slight reaction to different gravitational levels in the growth and morphological traits of Wolffia globosa. The relative growth rates (RGR) of plants subjected to simulated microgravity and partial gravity were reduced when compared to those in other gravity levels. The morphological analysis revealed differences in plant dimensions and frond length-to-width ratios under diverse gravity conditions. Our findings showed that Wolffia globosa is responsive to gravitational changes, with its growth and morphological adaptations being slightly influenced by varying gravitational environments. As for other crop species, growth was reduced by the microgravity conditions; however, RGR remained substantial at 0.33 a day. In conclusion, this study underscores the potential of Wolffia globosa as a space crop and its adaptability to diverse gravitational conditions, contributing to the development of sustainable food production and bioregenerative life support systems for future space exploration missions. Subject terms: Plant sciences, Light responses, Photosynthesis, Plant development",understanding response plants varied gravitational conditions vital developing effective food production space bioregenerative life support systems study examines impact altered gravity conditions growth morphological responses wolffia globosa commonly known water lentils duckweed assessing potential space crop although experiment testing effect simulated microgravity wolffia globosa previously conducted first time investigated effect multiple gravity levels growth morphological traits wolffia globosa plants plant responses simulated microgravity simulated partial gravity moon hypergravity environments evaluated using random positioning machines largediameter centrifuge hypothesized observed slight reaction different gravitational levels growth morphological traits wolffia globosa relative growth rates rgr plants subjected simulated microgravity partial gravity reduced compared gravity levels morphological analysis revealed differences plant dimensions frond lengthtowidth ratios diverse gravity conditions findings showed wolffia globosa responsive gravitational changes growth morphological adaptations slightly influenced varying gravitational environments crop species growth reduced microgravity conditions however rgr remained substantial day conclusion study underscores potential wolffia globosa space crop adaptability diverse gravitational conditions contributing development sustainable food production bioregenerative life support systems future space exploration missions subject terms plant sciences light responses photosynthesis plant development
Red light enhances plant adaptation to spaceflight and Mars g-levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9605285/,"Understanding how plants respond and adapt to extraterrestrial conditions is essential for space exploration initiatives. Deleterious effects of the space environment on plant development have been reported, such as the unbalance of cell growth and proliferation in the root meristem, or gene expression reprogramming. However, plants are capable of surviving and completing the seed-to-seed life cycle under microgravity. A key research challenge is to identify environmental cues, such as light, which could compensate the negative effects of microgravity. Understanding the crosstalk between light and gravity sensing in space was the major objective of the NASA-ESA Seedling Growth series of spaceflight experiments (2013–2018). Different g -levels were used, with special attention to micro- g , Mars- g , and Earth- g . In spaceflight seedlings illuminated for 4 days with a white light photoperiod and then photostimulated with red light for 2 days, transcriptomic studies showed, first, that red light partially reverted the gene reprogramming induced by microgravity, and that the combination of microgravity and photoactivation was not recognized by seedlings as stressful. Two mutant lines of the nucleolar protein nucleolin exhibited differential requirements in response to red light photoactivation. This observation opens the way to directed-mutagenesis strategies in crop design to be used in space colonization. Further transcriptomic studies at different g -levels showed elevated plastid and mitochondrial genome expression in microgravity, associated with disturbed nucleus–organelle communication, and the upregulation of genes encoding auxin and cytokinin hormonal pathways. At the Mars g -level, genes of hormone pathways related to stress response were activated, together with some transcription factors specifically related to acclimation, suggesting that seedlings grown in partial- g are able to acclimate by modulating genome expression in routes related to space-environment-associated stress. Keywords: light, microgravity, plant growth, root meristem, spaceflight, transcriptomics",understanding plants respond adapt extraterrestrial conditions essential space exploration initiatives deleterious effects space environment plant development reported unbalance cell growth proliferation root meristem gene expression reprogramming however plants capable surviving completing seedtoseed life cycle microgravity key research challenge identify environmental cues light could compensate negative effects microgravity understanding crosstalk light gravity sensing space major objective nasaesa seedling growth series spaceflight experiments different levels used special attention micro mars earth spaceflight seedlings illuminated days white light photoperiod photostimulated red light days transcriptomic studies showed first red light partially reverted gene reprogramming induced microgravity combination microgravity photoactivation recognized seedlings stressful two mutant lines nucleolar protein nucleolin exhibited differential requirements response red light photoactivation observation opens way directedmutagenesis strategies crop design used space colonization transcriptomic studies different levels showed elevated plastid mitochondrial genome expression microgravity associated disturbed nucleusorganelle communication upregulation genes encoding auxin cytokinin hormonal pathways mars level genes hormone pathways related stress response activated together transcription factors specifically related acclimation suggesting seedlings grown partial able acclimate modulating genome expression routes related spaceenvironmentassociated stress keywords light microgravity plant growth root meristem spaceflight transcriptomics
EUK-134 ameliorates nNOS¬µ translocation and skeletal muscle fiber atrophy during short-term mechanical unloading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3962621/,"Reduced mechanical loading during bedrest, spaceflight, and casting, causes rapid morphological changes in skeletal muscle: fiber atrophy and reduction of slow-twitch fibers. An emerging signaling event in response to unloading is the translocation of neuronal nitric oxide synthase (nNOSμ) from the sarcolemma to the cytosol. We used EUK-134, a cell-permeable mimetic of superoxide dismutase and catalase, to test the role of redox signaling in nNOSμ translocation and muscle fiber atrophy as a result of short-term (54 h) hindlimb unloading. Fischer-344 rats were divided into ambulatory control, hindlimb-unloaded (HU), and hindlimb-unloaded + EUK-134 (HU-EUK) groups. EUK-134 mitigated the unloading-induced phenotype, including muscle fiber atrophy and muscle fiber-type shift from slow to fast. nNOSμ immunolocalization at the sarcolemma of the soleus was reduced with HU, while nNOSμ protein content in the cytosol increased with unloading. Translocation of nNOS from the sarcolemma to cytosol was virtually abolished by EUK-134. EUK-134 also mitigated dephosphorylation at Thr-32 of FoxO3a during HU. Hindlimb unloading elevated oxidative stress (4-hydroxynonenal) and increased sarcolemmal localization of Nox2 subunits gp91phox (Nox2) and p47phox, effects normalized by EUK-134. Thus, our findings are consistent with the hypothesis that oxidative stress triggers nNOSμ translocation from the sarcolemma and FoxO3a dephosphorylation as an early event during mechanical unloading. Thus, redox signaling may serve as a biological switch for nNOS to initiate morphological changes in skeletal muscle fibers. Keywords: atrophy, disuse, skeletal muscle, nNOS, oxidative stress, FoxO3a",reduced mechanical loading bedrest spaceflight casting causes rapid morphological changes skeletal muscle fiber atrophy reduction slowtwitch fibers emerging signaling event response unloading translocation neuronal nitric oxide synthase nnos sarcolemma cytosol used euk cellpermeable mimetic superoxide dismutase catalase test role redox signaling nnos translocation muscle fiber atrophy result shortterm hindlimb unloading fischer rats divided ambulatory control hindlimbunloaded hindlimbunloaded euk hueuk groups euk mitigated unloadinginduced phenotype including muscle fiber atrophy muscle fibertype shift slow fast nnos immunolocalization sarcolemma soleus reduced nnos protein content cytosol increased unloading translocation nnos sarcolemma cytosol virtually abolished euk euk also mitigated dephosphorylation thr foxoa hindlimb unloading elevated oxidative stress hydroxynonenal increased sarcolemmal localization nox subunits gpphox nox pphox effects normalized euk thus findings consistent hypothesis oxidative stress triggers nnos translocation sarcolemma foxoa dephosphorylation early event mechanical unloading thus redox signaling may serve biological switch nnos initiate morphological changes skeletal muscle fibers keywords atrophy disuse skeletal muscle nnos oxidative stress foxoa
MnSOD Overexpression Reduces Fibrosis and Pro-Apoptotic Signaling in the Aging Mouse Heart,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4462657/,"Contractility of the heart is impaired with advancing age via mechanical remodeling, as myocytes are lost through apoptosis and collagenous fibers accumulate. Exercise training confers protection against fibrosis and apoptosis in the aging heart, but the mechanisms remain poorly understood. We recently reported that exercise training elevates Mn isoform of superoxide dismutase (MnSOD) in the aging heart, concomitant with reduction in oxidative stress and fibrosis. Here, we tested the hypothesis that overexpression of MnSOD would be causal in protection against fibrosis and apoptosis in the aging heart. Hearts were extracted from young (8 months) wild-type, young mice overexpressing the Sod2 (MnSOD) gene, old (28 months) wild-type, and old transgenic mice. Left ventricle MnSOD protein levels were elevated in young mice overexpressing the Sod2 (MnSOD) gene and old transgenic mice. MnSODTg mice exhibited lower oxidative stress (total hydroperoxides, 4-hydroxynonenal, and 8-isoprostane) in the old group. Age-related cardiac remodeling and fibrosis was mitigated in MnSOD Tg mice with reductions in extramyocyte space (−65%), collagen-I, and transforming growth factor-β. Pro-apoptotic markers Bax (−38%) and caspase-3 cleavage (−41%) were reduced and apoptosis (terminal deoxynucleotidyl transferase-mediated dUTP nick-end labeling-positive nuclei, DNA laddering) was mitigated in MnSOD Tg hearts compared with old wild-type. We conclude that MnSOD elevation is indeed protective against oxidative stress, fibrosis, and apoptosis in the aging heart. Key Words: Aging, Heart, Superoxide dismutase, Oxidative stress, Fibrosis.",contractility heart impaired advancing age via mechanical remodeling myocytes lost apoptosis collagenous fibers accumulate exercise training confers protection fibrosis apoptosis aging heart mechanisms remain poorly understood recently reported exercise training elevates isoform superoxide dismutase mnsod aging heart concomitant reduction oxidative stress fibrosis tested hypothesis overexpression mnsod would causal protection fibrosis apoptosis aging heart hearts extracted young months wildtype young mice overexpressing sod mnsod gene old months wildtype old transgenic mice left ventricle mnsod protein levels elevated young mice overexpressing sod mnsod gene old transgenic mice mnsodtg mice exhibited lower oxidative stress total hydroperoxides hydroxynonenal isoprostane old group agerelated cardiac remodeling fibrosis mitigated mnsod mice reductions extramyocyte space collageni transforming growth factor proapoptotic markers bax caspase cleavage reduced apoptosis terminal deoxynucleotidyl transferasemediated dutp nickend labelingpositive nuclei dna laddering mitigated mnsod hearts compared old wildtype conclude mnsod elevation indeed protective oxidative stress fibrosis apoptosis aging heart key words aging heart superoxide dismutase oxidative stress fibrosis
Lifelong wheel running exercise and mild caloric restriction attenuate nuclear EndoG in the aging plantaris muscle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5026643/,"Apoptosis plays an important role in atrophy and sarcopenia in skeletal muscle. Recent evidence suggests that insufficient heat shock proteins (HSPs) may contribute to apoptosis and muscle wasting. In addition, long-term caloric restriction (CR) and lifelong wheel running exercise (WR) with CR provide significant protection against caspase-dependent apoptosis and sarcopenia. Caspase-independent mediators (endonuclease G: EndoG; apoptosis-inducing factor: AIF) of apoptosis are also linked to muscles wasting with disuse and aging. However, the efficacy of CR and WR with CR to attenuate caspase-independent apoptosis and preserve HSPs in aging skeletal muscle are unknown. Therefore, we tested the hypothesis that CR and WR with CR would ameliorate age-induced elevation of EndoG and AIF while protecting HSP27 and HSP70 levels in the plantaris. Male Fischer-344 rats were divided into 4 groups at 11 weeks: ad libitum feeding until 6 mo. (YAL); fed ad libitum until 24 mo. old (OAL); 8%CR to 24 mo. (OCR); WR + 8%CR to 24 mo. (OExCR). Nuclear EndoG levels were significantly higher in OAL (+153%) than in YAL, while CR (−38%) and WR with CR (−46%) significantly attenuated age-induced increment in nuclear EndoG. HSP27 (−63%) protein content and phosphorylation at Ser82 (−49%) were significantly lower in OAL than in YAL, while HSP27 protein content was significantly higher in OCR (+136%) and OExCR (+155%) and p-HSP27 (+254%) was significantly higher in OExCR compared with OAL, respectively. In contrast, AIF and HSP70 were unaltered by CR or WR with CR in aging muscle. These data indicate that CR and WR with CR attenuate age-associated upregulation of EndoG translocation in the nucleus, potentially involved with HSP27 signaling. Keywords: EndoG, HSP27, aging, caloric restriction, wheel running, exercise",apoptosis plays important role atrophy sarcopenia skeletal muscle recent evidence suggests insufficient heat shock proteins hsps may contribute apoptosis muscle wasting addition longterm caloric restriction lifelong wheel running exercise provide significant protection caspasedependent apoptosis sarcopenia caspaseindependent mediators endonuclease endog apoptosisinducing factor aif apoptosis also linked muscles wasting disuse aging however efficacy attenuate caspaseindependent apoptosis preserve hsps aging skeletal muscle unknown therefore tested hypothesis would ameliorate ageinduced elevation endog aif protecting hsp hsp levels plantaris male fischer rats divided groups weeks libitum feeding yal fed libitum old oal ocr oexcr nuclear endog levels significantly higher oal yal significantly attenuated ageinduced increment nuclear endog hsp protein content phosphorylation ser significantly lower oal yal hsp protein content significantly higher ocr oexcr phsp significantly higher oexcr compared oal respectively contrast aif hsp unaltered aging muscle data indicate attenuate ageassociated upregulation endog translocation nucleus potentially involved hsp signaling keywords endog hsp aging caloric restriction wheel running exercise
Age-related alterations in the sarcolemmal environment are attenuated by lifelong caloric restriction and voluntary exercise.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5026642/,"Age-related loss of skeletal muscle mass and function, referred to as sarcopenia, is mitigated by lifelong calorie restriction as well as exercise. In aged skeletal muscle fibers there is compromised integrity of the cell membrane that may contribute to sarcopenia. The purpose of this study was to determine if lifelong mild (8%) caloric restriction (CR) and lifelong CR + voluntary wheel running (WR) could ameliorate disruption of membrane scaffolding and signaling proteins during the aging process, thus maintaining a favorable, healthy membrane environment in plantaris muscle fibers. Fischer-344 rats were divided into four groups: 24-month old adults fed ad libitum (OAL); 24-month old on 8% caloric restriction (OCR); 24 month old 8% caloric restriction + wheel running (OCRWR); 6-month old sedentary adults fed ad libitum (YAL) were used to determine age-related changes. Aging resulted in discontinuous membrane expression of dystrophin glycoprotein complex (DGC) proteins: dystrophin and α-syntrophin. Older muscle also displayed decreased content of neuronal nitric oxide synthase (nNOS), a key DGC signaling protein. In contrast, OCR and OCRWR provided significant protection against age-related DGC disruption. In conjunction with the age-related decline in membrane DGC patency, key membrane repair proteins (MG53, dysferlin, annexin A6, and annexin A2) were significantly increased in the OAL plantaris. However, lifelong CR and CRWR interventions were effective at maintaining membrane repair proteins near YAL levels of. OAL fibers also displayed reduced protein content of NADPH oxidase isoform 2 (Nox2) subunits (p67phox and p47phox), consistent with a perturbed sarcolemmal environment. Loss of Nox2 subunits was prevented by lifelong CR and CRWR. Our results are therefore consistent with the hypothesis that lifelong CR and WR are effective countermeasures against age-related alterations in the myofiber membrane environment. Keywords: Sarcopenia, Aging Muscle, Calorie Restriction, Exercise, Wheel Running, Sarcolemma",agerelated loss skeletal muscle mass function referred sarcopenia mitigated lifelong calorie restriction well exercise aged skeletal muscle fibers compromised integrity cell membrane may contribute sarcopenia purpose study determine lifelong mild caloric restriction lifelong voluntary wheel running could ameliorate disruption membrane scaffolding signaling proteins aging process thus maintaining favorable healthy membrane environment plantaris muscle fibers fischer rats divided four groups month old adults fed libitum oal month old caloric restriction ocr month old caloric restriction wheel running ocrwr month old sedentary adults fed libitum yal used determine agerelated changes aging resulted discontinuous membrane expression dystrophin glycoprotein complex dgc proteins dystrophin syntrophin older muscle also displayed decreased content neuronal nitric oxide synthase nnos key dgc signaling protein contrast ocr ocrwr provided significant protection agerelated dgc disruption conjunction agerelated decline membrane dgc patency key membrane repair proteins dysferlin annexin annexin significantly increased oal plantaris however lifelong crwr interventions effective maintaining membrane repair proteins near yal levels oal fibers also displayed reduced protein content nadph oxidase isoform nox subunits pphox pphox consistent perturbed sarcolemmal environment loss nox subunits prevented lifelong crwr results therefore consistent hypothesis lifelong effective countermeasures agerelated alterations myofiber membrane environment keywords sarcopenia aging muscle calorie restriction exercise wheel running sarcolemma
"The impact of SRT2104 on skeletal muscle mitochondrial function, redox biology, and loss of muscle mass in hindlimb unloaded rats.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10342025/,"Mechanical unloading during microgravity causes skeletal muscle atrophy and impairs mitochondrial energetics. The elevated production of reactive oxygen species (ROS) by mitochondria and Nox2, coupled with impairment of stress protection (e.g., SIRT1, antioxidant enzymes), contribute to atrophy. We tested the hypothesis that the SIRT1 activator, SRT2104 would rescue unloading-induced mitochondrial dysfunction. Mitochondrial function in rat gastrocnemius and soleus muscles were evaluated under three conditions (10 days): ambulatory control (CON), hindlimb unloaded (HU), and hindlimb-unloaded-treated with SRT2104 (SIRT). Oxidative phosphorylation, electron transfer capacities, H 2 O 2 production, and oxidative and antioxidant enzymes were quantified using high-resolution respirometry and colorimetry. In the gastrocnemius, (1) integrative (per mg tissue) proton LEAK was lesser in SIRT than in HU or CON; (2) intrinsic (relative to citrate synthase) maximal noncoupled electron transfer capacity (E CI+II ) was lesser, while complex I-supported oxidative phosphorylation to E CI+II was greater in HU than CON; (3) the contribution of LEAK to E CI+II was greatest, but cytochrome c oxidase activity was lowest in HU. In both muscles, H 2 O 2 production and concentration was greatest in SIRT, as was gastrocnemius superoxide dismutase activity. In the soleus, H 2 O 2 concentration was greater in HU compared to CON. These results indicate that SRT2104 preserves mitochondrial function in unloaded skeletal muscle, suggesting its potential to support healthy muscle cells in microgravity by promoting necessary energy production in mitochondria. Keywords: hindlimb unloading, spaceflight, skeletal muscle, electron transfer system, SRT2104, mitochondria, respiration, oxidative stress, antioxidants",mechanical unloading microgravity causes skeletal muscle atrophy impairs mitochondrial energetics elevated production reactive oxygen species ros mitochondria nox coupled impairment stress protection sirt antioxidant enzymes contribute atrophy tested hypothesis sirt activator srt would rescue unloadinginduced mitochondrial dysfunction mitochondrial function rat gastrocnemius soleus muscles evaluated three conditions days ambulatory control con hindlimb unloaded hindlimbunloadedtreated srt sirt oxidative phosphorylation electron transfer capacities production oxidative antioxidant enzymes quantified using highresolution respirometry colorimetry gastrocnemius integrative per tissue proton leak lesser sirt con intrinsic relative citrate synthase maximal noncoupled electron transfer capacity ciii lesser complex isupported oxidative phosphorylation ciii greater con contribution leak ciii greatest cytochrome oxidase activity lowest muscles production concentration greatest sirt gastrocnemius superoxide dismutase activity soleus concentration greater compared con results indicate srt preserves mitochondrial function unloaded skeletal muscle suggesting potential support healthy muscle cells microgravity promoting necessary energy production mitochondria keywords hindlimb unloading spaceflight skeletal muscle electron transfer system srt mitochondria respiration oxidative stress antioxidants
